LT Owner,Application,IP,DNS,NetBIOS,QG Host ID,IP Interfaces,Tracking Method,OS,IP Status,QID,UID,Title,Vuln Status,Type,Severity,Port,Protocol,FQDN,SSL,First Detected,Last Detected,Times Detected,Date Last Fixed,CVE ID,Vendor Reference,Bugtraq ID,Impact,Results,Solution
Prateek Bakshi,Golden Advantage,10.113.20.232,usaeiwmpep002.cloud.syngenta.org,,416579dd-4199-4964-b86b-c5cf4a990765,,QAGENT,Windows Server 2022 Datacenter 64 bit Edition Version 21H2,"host scanned, found vuln",92287,10.113.20.232QAGENT92287,Microsoft SPNEGO Extended Negotiation (NEGOEX) Remote Code Execution (RCE) Vulnerability,Fixed,Vuln,5,,,,,12/8/2025,9/30/2025,310,,CVE-2025-47981,CVE-2025-47981,,Successful exploitation of this vulnerability may allows an unauthorized attacker to execute code over a network.,"The vendor has addressed this vulnerability in Microsoft Teams 
For more information, please visit CVE-2025-47981 (https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-47981)

 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  CVE-2025-47981 (https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-47981)","Missing Patch/KB:  KB5062572
File:  %windir%\system32\ntoskrnl.exe 
Installed Version:  10.0.20348.3804 
Required Version:  10.0.20348.3932
HKLM\SYSTEM\CurrentControlSet\Control\Lsa\pku2u AllowOnlineID is missing.#"
Prateek Bakshi,Golden Advantage,10.113.20.232,usaeiwmpep002.cloud.syngenta.org,,416579dd-4199-4964-b86b-c5cf4a990765,,QAGENT,Windows Server 2022 Datacenter 64 bit Edition Version 21H2,"host scanned, found vuln",92297,10.113.20.232QAGENT92297,Microsoft Windows Server Security Update for August 2025,Fixed,Vuln,5,,,,,8/13/2025,8/31/2025,113,,"CVE-2025-53143, CVE-2025-50164, CVE-2025-49743, CVE-2025-49761, CVE-2025-50169, CVE-2025-50156, CVE-2025-53148, CVE-2025-53722, CVE-2025-53137, CVE-2025-53779, CVE-2025-49751, CVE-2025-50159, CVE-2025-53155, CVE-2025-53133, CVE-2025-53135, CVE-2025-53131, CVE-2025-53726, CVE-2025-50161, CVE-2025-50157, CVE-2025-50160, CVE-2025-53154, CVE-2025-53149, CVE-2025-50176, CVE-2025-53789, CVE-2025-53719, CVE-2025-50167, CVE-2025-53132, CVE-2025-53140, CVE-2025-50154, CVE-2025-53720, CVE-2025-53142, CVE-2025-53141, CVE-2025-49757, CVE-2025-53725, CVE-2025-53136, CVE-2025-53147, CVE-2025-53144, CVE-2025-53724, CVE-2025-50155, CVE-2025-53723, CVE-2025-50162, CVE-2025-53134, CVE-2025-50177, CVE-2025-50153, CVE-2025-50168, CVE-2025-50172, CVE-2025-50166, CVE-2025-50173, CVE-2025-53156, CVE-2025-53138, CVE-2025-53153, CVE-2025-50165, CVE-2025-53145, CVE-2025-53152, CVE-2025-53716, CVE-2025-50158, CVE-2025-50170, CVE-2025-48807, CVE-2025-53151, CVE-2025-49762, CVE-2025-53718, CVE-2025-53721, CVE-2025-53778, CVE-2025-53766, CVE-2025-50163","KB5062557, KB5062553, KB5062572, KB5062570, KB5062618, KB5062597, KB5062592, KB5062632, KB5062619, KB5063947, KB5063880, KB5063950, KB5063899, KB5063927, KB5063906, KB5063888, KB5063877, KB5064010, KB5063878, KB5063871",,"Successful exploitation of this vulnerability could lead to a security breach or may affect integrity, availability, and confidentiality.","Missing HotPatch/KB:  KB5063812 
Installed Version:  10.0.20348.3807 
Required Version:  10.0.20348.3989 
Missing Patch/KB:  KB5063880 
File:  %windir%\system32\ntoskrnl.exe 
Installed Version:  10.0.20348.3804 
Required Version:  10.0.20348.4050#",
Prateek Bakshi,Golden Advantage,10.113.20.232,usaeiwmpep002.cloud.syngenta.org,USAEIWMPEP002,416579dd-4199-4964-b86b-c5cf4a990765,"10.113.20.232, fe80::8678:d88a:6b5a:f9bc",QAGENT,Windows Server 2022 Datacenter 64 bit Edition Version 21H2,"host scanned, found vuln",92329,10.113.20.232QAGENT92329,Microsoft Windows Server Security Update for November 2025,Active,Vuln,5,,,,,11/12/2025,11/30/2025,112,,"CVE-2025-62213, CVE-2025-60724, CVE-2025-60717, CVE-2025-60716, CVE-2025-60713, CVE-2025-59515, CVE-2025-62452, CVE-2025-60719, CVE-2025-60708, CVE-2025-60704, CVE-2025-59512, CVE-2025-59508, CVE-2025-62215, CVE-2025-60723, CVE-2025-60720, CVE-2025-60715, CVE-2025-60714, CVE-2025-59514, CVE-2025-62217, CVE-2025-60709, CVE-2025-60707, CVE-2025-60706, CVE-2025-60705, CVE-2025-60703, CVE-2025-59513, CVE-2025-59511, CVE-2025-59510, CVE-2025-59509, CVE-2025-59507, CVE-2025-59506, CVE-2025-59505","KB5066836, KB5066780, KB5066835, KB5066782, KB5066586, KB5068909, KB5068908, KB5068904, KB5068864, KB5068966, KB5068791, KB5068906, KB5068779, KB5068787, KB5068861, KB5068907, KB5068840, KB5068905",,"Successful exploitation of this vulnerability could lead to a security breach or may affect integrity, availability, and confidentiality.","Customers are advised to refer following articles for more information on the vulnerabilities and patches.
 KB5066586 (https://support.microsoft.com/en-in/help/5066586) 
KB5068909 (https://support.microsoft.com/en-in/help/5068909) 
KB5068908 (https://support.microsoft.com/en-in/help/5068908) 
KB5068904 (https://support.microsoft.com/en-in/help/5068904) 
KB5066782 (https://support.microsoft.com/en-in/help/5066782) 
KB5066835 (https://support.microsoft.com/en-in/help/5066835) 
KB5066780 (https://support.microsoft.com/en-in/help/5066780) 
KB5068864 (https://support.microsoft.com/en-in/help/5068864) 
KB5068966 (https://support.microsoft.com/en-in/help/5068966) 
KB5068791 (https://support.microsoft.com/en-in/help/5068791) 
KB5068906 (https://support.microsoft.com/en-in/help/5068906) 
KB5068779 (https://support.microsoft.com/en-in/help/5068779) 
KB5068787 (https://support.microsoft.com/en-in/help/5068787) 
KB5068861 (https://support.microsoft.com/en-in/help/5068861) 
KB5068907 (https://support.microsoft.com/en-in/help/5068907) 
KB5068840 (https://support.microsoft.com/en-in/help/5068840) 
KB5066836 (https://support.microsoft.com/en-in/help/5066836) 
KB5068905 (https://support.microsoft.com/en-in/help/5068905) 

 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  KB5066586 (https://support.microsoft.com/en-in/help/5066586)  KB5068909 (https://support.microsoft.com/en-in/help/5068909)  KB5068908 (https://support.microsoft.com/en-in/help/5068908)  KB5068904 (https://support.microsoft.com/en-in/help/5068904)  KB5066782 (https://support.microsoft.com/en-in/help/5066782)  KB5066835 (https://support.microsoft.com/en-in/help/5066835)  KB5066780 (https://support.microsoft.com/en-in/help/5066780)  KB5068864 (https://support.microsoft.com/en-in/help/5068864)  KB5068966 (https://support.microsoft.com/en-in/help/5068966)  KB5068791 (https://support.microsoft.com/en-in/help/5068791)  KB5068906 (https://support.microsoft.com/en-in/help/5068906)  KB5068779 (https://support.microsoft.com/en-in/help/5068779)  KB5068787 (https://support.microsoft.com/en-in/help/5068787)  KB5068861 (https://support.microsoft.com/en-in/help/5068861)  KB5068907 (https://support.microsoft.com/en-in/help/5068907)  KB5068840 (https://support.microsoft.com/en-in/help/5068840)  KB5066836 (https://support.microsoft.com/en-in/help/5066836)  KB5068905 (https://support.microsoft.com/en-in/help/5068905)","Missing HotPatch/KB:  KB5068840
Installed Version:  10.0.20348.4294 
Required Version:  10.0.20348.4346
Missing Patch/KB:  KB5068787
File:  %windir%\system32\ntoskrnl.exe 
Installed Version:  10.0.20348.4294 
Required Version:  10.0.20348.4405#"
Prateek Bakshi,Golden Advantage,10.113.20.23,yjkyywq1mjq4ote.cloud.syngenta.org,,f34fc0e2-7dfb-4532-a77b-1554195178e2,,QAGENT,Amazon Linux 2,"host scanned, found vuln",358802,10.113.20.23QAGENT358802,Amazon Linux Security Advisory for kernel : ALAS2-2025-2800,Fixed,Vuln,4,,,,,3/26/2025,5/29/2025,367,,"CVE-2024-49960, CVE-2024-53179, CVE-2025-21702, CVE-2024-35870, CVE-2024-50302",ALAS2-2025-2800,,"Successful exploitation of this vulnerability could lead to a securitybreach or affect integrity, availability, and confidentiality.","Please refer to Amazon advisory: ALAS2-2025-2800 (https://alas.aws.amazon.com/AL2/ALAS-2025-2800.html) for affected packages and patching details, or update with your package manager.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  ALAS2-2025-2800: amazon linux 2 (https://alas.aws.amazon.com/AL2/ALAS-2025-2800.html)","Package	Installed Version	Required Version
kernel	4.14.355-275.591.amzn2.x86_64	4.14.355-275.603.amzn2
kernel	4.14.355-275.591.amzn2.x86_64	4.14.355-275.603.amzn2
kernel-devel	4.14.355-275.591.amzn2.x86_64	4.14.355-275.603.amzn2#"
Prateek Bakshi,Golden Advantage,10.113.20.251,ymrjnjhkogzlm2q.cloud.syngenta.org,,ee26608a-403c-46f0-8291-ac89ce1064ea,,QAGENT,Amazon Linux 2,"host scanned, found vuln",358802,10.113.20.251QAGENT358802,Amazon Linux Security Advisory for kernel : ALAS2-2025-2800,Fixed,Vuln,4,,,,,3/27/2025,5/29/2025,362,,"CVE-2024-49960, CVE-2024-53179, CVE-2025-21702, CVE-2024-35870, CVE-2024-50302",ALAS2-2025-2800,,"Successful exploitation of this vulnerability could lead to a securitybreach or affect integrity, availability, and confidentiality.","Package	Installed Version	Required Version
kernel	4.14.355-275.591.amzn2.x86_64	4.14.355-275.603.amzn2
kernel	4.14.355-275.591.amzn2.x86_64	4.14.355-275.603.amzn2
kernel-devel	4.14.355-275.591.amzn2.x86_64	4.14.355-275.603.amzn2#",
Prateek Bakshi,Golden Advantage,10.113.20.84,zjcwzjgxoty1nje.cloud.syngenta.org,,c074add4-16f0-4a29-bbff-a12ab7c45595,,QAGENT,Amazon Linux 2,"host scanned, found vuln",358802,10.113.20.84QAGENT358802,Amazon Linux Security Advisory for kernel : ALAS2-2025-2800,Fixed,Vuln,4,,,,,3/27/2025,5/29/2025,361,,"CVE-2024-49960, CVE-2024-53179, CVE-2025-21702, CVE-2024-35870, CVE-2024-50302",ALAS2-2025-2800,,"Successful exploitation of this vulnerability could lead to a securitybreach or affect integrity, availability, and confidentiality.","Package	Installed Version	Required Version
kernel	4.14.355-275.591.amzn2.x86_64	4.14.355-275.603.amzn2
kernel	4.14.355-275.591.amzn2.x86_64	4.14.355-275.603.amzn2
kernel-devel	4.14.355-275.591.amzn2.x86_64	4.14.355-275.603.amzn2#",
Prateek Bakshi,Golden Advantage,10.113.22.123,usaedlgadt003.cloud.syngenta.org,,de0795c5-c089-48d8-9e80-92f6dbea5a77,,QAGENT,Amazon Linux 2,"host scanned, found vuln",358802,10.113.22.123QAGENT358802,Amazon Linux Security Advisory for kernel : ALAS2-2025-2800,Fixed,Vuln,4,,,,,3/26/2025,4/6/2025,397,,"CVE-2024-49960, CVE-2024-53179, CVE-2025-21702, CVE-2024-35870, CVE-2024-50302",ALAS2-2025-2800,,"Successful exploitation of this vulnerability could lead to a securitybreach or affect integrity, availability, and confidentiality.","Package	Installed Version	Required Version
kernel	4.14.355-275.591.amzn2.x86_64	4.14.355-275.603.amzn2
kernel	4.14.355-275.591.amzn2.x86_64	4.14.355-275.603.amzn2
kernel-devel	4.14.355-275.591.amzn2.x86_64	4.14.355-275.603.amzn2#",
Prateek Bakshi,Golden Advantage,10.113.22.185,usaedlgadt001.cloud.syngenta.org,USAEIWMPEP002,3aebc178-6836-4c6d-968e-03671c00781f,"10.113.20.232, fe80::8678:d88a:6b5a:f9bc",QAGENT,Amazon Linux 2,"host scanned, found vuln",358802,10.113.22.185QAGENT358802,Amazon Linux Security Advisory for kernel : ALAS2-2025-2800,Fixed,Vuln,4,,,,,3/27/2025,4/6/2025,389,,"CVE-2024-49960, CVE-2024-53179, CVE-2025-21702, CVE-2024-35870, CVE-2024-50302",ALAS2-2025-2800,,"Successful exploitation of this vulnerability could lead to a securitybreach or affect integrity, availability, and confidentiality.","Package	Installed Version	Required Version
kernel	4.14.355-275.591.amzn2.x86_64	4.14.355-275.603.amzn2
kernel	4.14.355-275.591.amzn2.x86_64	4.14.355-275.603.amzn2
kernel-devel	4.14.355-275.591.amzn2.x86_64	4.14.355-275.603.amzn2#",
Prateek Bakshi,Golden Advantage,10.113.22.57,usaedlgadd001.cloud.syngenta.org,,3dfa62e5-796f-485a-a3e0-3c9c90997852,,QAGENT,Amazon Linux 2,"host scanned, found vuln",357977,10.113.22.57QAGENT357977,Amazon Linux Security Advisory for kernel : ALAS2-2024-2622,Fixed,Vuln,4,,,,,8/22/2024,5/12/2024,657,,"CVE-2024-36971, CVE-2024-42090, CVE-2024-42070, CVE-2024-38619, CVE-2022-3566, CVE-2022-3567",ALAS2-2024-2622,,"Successful exploitation of this vulnerability could lead to a securitybreach or affect integrity, availability, and confidentiality.","Package	Installed Version	Required Version
kernel	4.14.349-266.564.amzn2.x86_64	4.14.350-266.564.amzn2
kernel	4.14.348-265.562.amzn2.x86_64	4.14.350-266.564.amzn2
kernel-devel	4.14.349-266.564.amzn2.x86_64	4.14.350-266.564.amzn2
kernel-devel	4.14.348-265.562.amzn2.x86_64	4.14.350-266.564.amzn2
kernel	4.14.349-266.564.amzn2.x86_64	4.14.350-266.564.amzn2
kernel	4.14.348-265.562.amzn2.x86_64	4.14.350-266.564.amzn2#",
Lucy Reynolds,SAP B1 Valagro,192.168.0.100,vmsapxsrvnw.valagro.com,VMSAPXSRVNW,4430a7e3-4de8-4511-ae44-3834f6cd2307,192.168.0.100,QAGENT,Windows Server 2019 Datacenter 64 bit Edition Version 1809 Build 17763,"host scanned, found vuln",92149,192.168.0.100QAGENT92149,Microsoft Windows Security Update for July 2024,Fixed,Vuln,5,,,,,7/10/2024,9/11/2025,2472,,"CVE-2024-39684, CVE-2024-38517, CVE-2024-38112, CVE-2024-38105, CVE-2024-38104, CVE-2024-38102, CVE-2024-38101, CVE-2024-38100, CVE-2024-38099, CVE-2024-38091, CVE-2024-38085, CVE-2024-38080, CVE-2024-38079, CVE-2024-38078, CVE-2024-38077, CVE-2024-38076, CVE-2024-38074, CVE-2024-38073, CVE-2024-38072, CVE-2024-38071, CVE-2024-38070, CVE-2024-38069, CVE-2024-38068, CVE-2024-38067, CVE-2024-38066, CVE-2024-38065, CVE-2024-38064, CVE-2024-38062, CVE-2024-38061, CVE-2024-38060, CVE-2024-38059, CVE-2024-38058, CVE-2024-38057, CVE-2024-38056, CVE-2024-38055, CVE-2024-38054, CVE-2024-38053, CVE-2024-38052, CVE-2024-38051, CVE-2024-38050, CVE-2024-38049, CVE-2024-38048, CVE-2024-38047, CVE-2024-38044, CVE-2024-38043, CVE-2024-38041, CVE-2024-38034, CVE-2024-38033, CVE-2024-38032, CVE-2024-38031, CVE-2024-38030, CVE-2024-38028, CVE-2024-38027, CVE-2024-38025, CVE-2024-38022, CVE-2024-38019, CVE-2024-38017, CVE-2024-38015, CVE-2024-38013, CVE-2024-38011, CVE-2024-38010, CVE-2024-37989, CVE-2024-37988, CVE-2024-37987, CVE-2024-37986, CVE-2024-37985, CVE-2024-37984, CVE-2024-37981, CVE-2024-37978, CVE-2024-37977, CVE-2024-37975, CVE-2024-37974, CVE-2024-37973, CVE-2024-37972, CVE-2024-37971, CVE-2024-37970, CVE-2024-37969, CVE-2024-3596, CVE-2024-35270, CVE-2024-30098, CVE-2024-30081, CVE-2024-30079, CVE-2024-30071, CVE-2024-30013, CVE-2024-28899, CVE-2024-26184, CVE-2024-21417, CVE-2024-38186, CVE-2024-38187, CVE-2024-38185, CVE-2024-38165, CVE-2024-38191, CVE-2024-38184, CVE-2024-38161","KB5040430, KB5040434, KB5040448, KB5040438, KB5040442, KB5040427, KB5040431, KB5040437, KB5040456, KB5040485, KB5040497, KB5040498, KB5040499, KB5040490",,"Successful exploit could compromise Confidentiality, Integrity and Availability","Please refer to the following KB Articles associated with the update: 

KB5040430 (https://support.microsoft.com/en-in/help/5040430) 
KB5040434 (https://support.microsoft.com/en-in/help/5040434) 
KB5040448 (https://support.microsoft.com/en-in/help/5040448) 
KB5040438 (https://support.microsoft.com/en-in/help/5040438) 
KB5040442 (https://support.microsoft.com/en-in/help/5040442) 
KB5040427 (https://support.microsoft.com/en-in/help/5040427) 
KB5040431 (https://support.microsoft.com/en-in/help/5040431) 
KB5040437 (https://support.microsoft.com/en-in/help/5040437) 
KB5040456 (https://support.microsoft.com/en-in/help/5040456) 
KB5040485 (https://support.microsoft.com/en-in/help/5040485) 
KB5040497 (https://support.microsoft.com/en-in/help/5040497) 
KB5040498 (https://support.microsoft.com/en-in/help/5040498) 
KB5040499 (https://support.microsoft.com/en-in/help/5040499) 
KB5040490 (https://support.microsoft.com/en-in/help/5040490) 

 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  KB5040430 (https://support.microsoft.com/en-in/help/5040430)  KB5040434 (https://support.microsoft.com/en-in/help/5040434)  KB5040448 (https://support.microsoft.com/en-in/help/5040448)  KB5040438 (https://support.microsoft.com/en-in/help/5040438)  KB5040442 (https://support.microsoft.com/en-in/help/5040442)  KB5040427 (https://support.microsoft.com/en-in/help/5040427)  KB5040431 (https://support.microsoft.com/en-in/help/5040431)  KB5040437 (https://support.microsoft.com/en-in/help/5040437)  KB5040456 (https://support.microsoft.com/en-in/help/5040456)  KB5040485 (https://support.microsoft.com/en-in/help/5040485)  KB5040497 (https://support.microsoft.com/en-in/help/5040497)  KB5040498 (https://support.microsoft.com/en-in/help/5040498)  KB5040499 (https://support.microsoft.com/en-in/help/5040499)  KB5040490 (https://support.microsoft.com/en-in/help/5040490)","KB5040430 is not installed 
%windir%\system32\ntoskrnl.exe  Version is  10.0.17763.5933#"
Lucy Reynolds,SAP B1 Valagro,192.168.0.100,vmsapxsrvnw.valagro.com,VMSAPXSRVNW,4430a7e3-4de8-4511-ae44-3834f6cd2307,192.168.0.100,QAGENT,Windows Server 2019 Datacenter 64 bit Edition Version 1809 Build 17763,"host scanned, found vuln",92160,192.168.0.100QAGENT92160,Microsoft Windows Security Update for August 2024,Fixed,Vuln,5,,,,,8/14/2024,9/11/2025,2275,,"CVE-2024-38155, CVE-2024-38152, CVE-2024-38146, CVE-2024-38143, CVE-2024-38140, CVE-2024-38134, CVE-2024-38127, CVE-2024-38122, CVE-2024-38117, CVE-2024-38114, CVE-2024-38106, CVE-2024-38193, CVE-2024-38178, CVE-2024-38223, CVE-2024-38215, CVE-2024-38214, CVE-2024-38120, CVE-2022-3775, CVE-2024-38180, CVE-2024-38154, CVE-2024-38153, CVE-2024-38151, CVE-2024-38150, CVE-2024-38148, CVE-2024-38147, CVE-2024-38145, CVE-2024-38144, CVE-2024-38142, CVE-2024-38141, CVE-2024-38138, CVE-2024-38137, CVE-2024-38136, CVE-2024-38135, CVE-2024-38133, CVE-2024-38132, CVE-2024-38131, CVE-2024-38130, CVE-2024-38128, CVE-2024-38126, CVE-2024-38125, CVE-2024-38121, CVE-2024-38118, CVE-2024-38116, CVE-2024-38115, CVE-2024-29995, CVE-2024-38107, CVE-2023-40547, CVE-2024-38198, CVE-2024-38196, CVE-2024-38123, CVE-2022-2601","KB5041571, KB5041585, KB5041580, KB5041592, KB5041160, KB5041773, KB5041782, KB5041573, KB5041578, KB5041851, KB5041838, KB5041823, KB5041850, KB5041847, KB5041828",,"Successful exploit could compromise Confidentiality, Integrity and Availability","Please refer to the following KB Articles associated with the update: 
KB5041571 (https://support.microsoft.com/en-in/help/5041571) 
KB5041585 (https://support.microsoft.com/en-in/help/5041585) 
KB5041580 (https://support.microsoft.com/en-in/help/5041580) 
KB5041592 (https://support.microsoft.com/en-in/help/5041592) 
KB5041160 (https://support.microsoft.com/en-in/help/5041160) 
KB5041773 (https://support.microsoft.com/en-in/help/5041773) 
KB5041782 (https://support.microsoft.com/en-in/help/5041782) 
KB5041573 (https://support.microsoft.com/en-in/help/5041573) 
KB5041578 (https://support.microsoft.com/en-in/help/5041578) 
KB5041851 (https://support.microsoft.com/en-in/help/5041851) 
KB5041838 (https://support.microsoft.com/en-in/help/5041838) 
KB5041823 (https://support.microsoft.com/en-in/help/5041823) 
KB5041850 (https://support.microsoft.com/en-in/help/5041850) 
KB5041847 (https://support.microsoft.com/en-in/help/5041847) 
KB5041828 (https://support.microsoft.com/en-in/help/5041828) 



 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  KB5041571 (https://support.microsoft.com/en-in/help/5041571)  KB5041585 (https://support.microsoft.com/en-in/help/5041585)  KB5041580 (https://support.microsoft.com/en-in/help/5041580)  KB5041592 (https://support.microsoft.com/en-in/help/5041592)  KB5041160 (https://support.microsoft.com/en-in/help/5041160)  KB5041773 (https://support.microsoft.com/en-in/help/5041773)  KB5041782 (https://support.microsoft.com/en-in/help/5041782)  KB5041573 (https://support.microsoft.com/en-in/help/5041573)  KB5041578 (https://support.microsoft.com/en-in/help/5041578)  KB5041851 (https://support.microsoft.com/en-in/help/5041851)  KB5041838 (https://support.microsoft.com/en-in/help/5041838)  KB5041823 (https://support.microsoft.com/en-in/help/5041823)  KB5041850 (https://support.microsoft.com/en-in/help/5041850)  KB5041847 (https://support.microsoft.com/en-in/help/5041847)  KB5041828 (https://support.microsoft.com/en-in/help/5041828)","KB5041578 is not installed 
%windir%\system32\ntoskrnl.exe  Version is  10.0.17763.5933#"
Lucy Reynolds,SAP B1 Valagro,192.168.0.100,vmsapxsrvnw.valagro.com,VMSAPXSRVNW,4430a7e3-4de8-4511-ae44-3834f6cd2307,192.168.0.100,QAGENT,Windows Server 2019 Datacenter 64 bit Edition Version 1809 Build 17763,"host scanned, found vuln",92169,192.168.0.100QAGENT92169,Microsoft Windows Security Update for September 2024,Fixed,Vuln,4,,,,,9/11/2024,9/11/2025,2117,,"CVE-2024-38119, CVE-2024-38230, CVE-2024-38236, CVE-2024-38240, CVE-2024-38241, CVE-2024-38242, CVE-2024-38249, CVE-2024-38250, CVE-2024-38252, CVE-2024-38253, CVE-2024-38254, CVE-2024-38256, CVE-2024-43467, CVE-2024-38014, CVE-2024-38046, CVE-2024-38217, CVE-2024-38231, CVE-2024-38232, CVE-2024-38233, CVE-2024-38234, CVE-2024-38235, CVE-2024-38237, CVE-2024-38238, CVE-2024-38239, CVE-2024-38243, CVE-2024-38244, CVE-2024-38245, CVE-2024-38246, CVE-2024-38247, CVE-2024-38248, CVE-2024-38257, CVE-2024-38258, CVE-2024-38259, CVE-2024-38260, CVE-2024-38263, CVE-2024-21416, CVE-2024-38045, CVE-2024-43454, CVE-2024-43455, CVE-2024-43457, CVE-2024-43458, CVE-2024-43461, CVE-2024-43475, CVE-2024-30073, CVE-2024-43495, CVE-2024-43487","KB5040438, KB5040442, KB5043050, KB5042881, KB5042880, KB5043067, KB5043064, KB5043076, KB5043080, KB5043083, KB5043051, KB5043055, KB5043138, KB5043135, KB5043087, KB5043129, KB5043092, KB5043125, KB5043049",,"Successful exploit could compromise Confidentiality, Integrity and Availability","Please refer to the following KB Articles associated with the update: 
KB5043050 (https://support.microsoft.com/en-in/help/5043050) 
KB5042881 (https://support.microsoft.com/en-in/help/5042881) 
KB5042880 (https://support.microsoft.com/en-in/help/5042880) 
KB5043067 (https://support.microsoft.com/en-in/help/5043067) 
KB5043064 (https://support.microsoft.com/en-in/help/5043064) 
KB5043076 (https://support.microsoft.com/en-in/help/5043076) 
KB5043080 (https://support.microsoft.com/en-in/help/5043080) 
KB5043083 (https://support.microsoft.com/en-in/help/5043083) 
KB5043051 (https://support.microsoft.com/en-in/help/5043051) 
KB5043055 (https://support.microsoft.com/en-in/help/5043055) 
KB5043138 (https://support.microsoft.com/en-in/help/5043138) 
KB5043135 (https://support.microsoft.com/en-in/help/5043135) 
KB5043087 (https://support.microsoft.com/en-in/help/5043087) 
KB5043129 (https://support.microsoft.com/en-in/help/5043129) 
KB5043092 (https://support.microsoft.com/en-in/help/5043092) 
KB5043125 (https://support.microsoft.com/en-in/help/5043125) 
KB5043049 (https://support.microsoft.com/en-in/help/5043049) 
KB5040442 (https://support.microsoft.com/en-in/help/5040442) 
KB5040438 (https://support.microsoft.com/en-in/help/5040438) 
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  KB5043050 (https://support.microsoft.com/en-in/help/5043050)  KB5042881 (https://support.microsoft.com/en-in/help/5042881)  KB5042880 (https://support.microsoft.com/en-in/help/5042880)  KB5043067 (https://support.microsoft.com/en-in/help/5043067)  KB5043064 (https://support.microsoft.com/en-in/help/5043064)  KB5043076 (https://support.microsoft.com/en-in/help/5043076)  KB5043080 (https://support.microsoft.com/en-in/help/5043080)  KB5043083 (https://support.microsoft.com/en-in/help/5043083)  KB5043051 (https://support.microsoft.com/en-in/help/5043051)  KB5043055 (https://support.microsoft.com/en-in/help/5043055)  KB5043138 (https://support.microsoft.com/en-in/help/5043138)  KB5043135 (https://support.microsoft.com/en-in/help/5043135)  KB5043087 (https://support.microsoft.com/en-in/help/5043087)  KB5043129 (https://support.microsoft.com/en-in/help/5043129)  KB5043092 (https://support.microsoft.com/en-in/help/5043092)  KB5043125 (https://support.microsoft.com/en-in/help/5043125)  KB5043049 (https://support.microsoft.com/en-in/help/5043049)  KB5040442 (https://support.microsoft.com/en-in/help/5040442)  KB5040438 (https://support.microsoft.com/en-in/help/5040438)","KB5043050 is not installed 
%windir%\system32\ntoskrnl.exe  Version is  10.0.17763.5933#"
